Optimal - objective value -530.45505159
     37 squad[7,25]                                   1                       0
     38 squad[7,26]                                   1                       0
     39 squad[7,27]                                   1                       0
     40 squad[7,28]                                   1                       0
     41 squad[7,29]                                   1                       0
     42 squad[7,30]                                   1                       0
     43 squad[7,31]                                   1                       0
     44 squad[7,32]                                   1                       0
     72 squad[11,24]                                  1                       0
     90 squad[13,24]                                  1                       0
     91 squad[13,25]                                  1                       0
     92 squad[13,26]                                  1                       0
     93 squad[13,27]                                  1                       0
     94 squad[13,28]                                  1                       0
     95 squad[13,29]                                  1                       0
     96 squad[13,30]                                  1                       0
     97 squad[13,31]                                  1                       0
     98 squad[13,32]                                  1                       0
    117 squad[16,24]                                  1                       0
    118 squad[16,25]                                  1                       0
    119 squad[16,26]                                  1                       0
    120 squad[16,27]                                  1                       0
    121 squad[16,28]                                  1                       0
    400 squad[40,28]                                  1                       0
    401 squad[40,29]                                  1                       0
    402 squad[40,30]                                  1                       0
    403 squad[40,31]                                  1                       0
    404 squad[40,32]                                  1                       0
    418 squad[42,28]                                  1                       0
    419 squad[42,29]                                  1                       0
    420 squad[42,30]                                  1                       0
    421 squad[42,31]                                  1                       0
    422 squad[42,32]                                  1                       0
   1422 squad[113,24]                                 1                       0
   1423 squad[113,25]                                 1                       0
   1424 squad[113,26]                                 1                       0
   1425 squad[113,27]                                 1                       0
   1426 squad[113,28]                                 1                       0
   1427 squad[113,29]                                 1                       0
   1428 squad[113,30]                                 1                       0
   1429 squad[113,31]                                 1                       0
   1430 squad[113,32]                                 1                       0
   1451 squad[116,26]                                 1                       0
   1452 squad[116,27]                                 1                       0
   1453 squad[116,28]                                 1                       0
   1454 squad[116,29]                                 1                       0
   1455 squad[116,30]                                 1                       0
   1456 squad[116,31]                                 1                       0
   1457 squad[116,32]                                 1                       0
   1521 squad[124,24]                                 1                       0
   1522 squad[124,25]                                 1                       0
   1523 squad[124,26]                                 1                       0
   1524 squad[124,27]                                 1                       0
   1598 squad[586,29]                                 1                       0
   1599 squad[586,30]                                 1                       0
   1600 squad[586,31]                                 1                       0
   2009 squad[690,26]                                 1                       0
   2010 squad[690,27]                                 1                       0
   2011 squad[690,28]                                 1                       0
   2012 squad[690,29]                                 1                       0
   2013 squad[690,30]                                 1                       0
   2014 squad[690,31]                                 1                       0
   2015 squad[690,32]                                 1                       0
   2449 squad[182,25]                                 1                       0
   2450 squad[182,26]                                 1                       0
   2451 squad[182,27]                                 1                       0
   2452 squad[182,28]                                 1                       0
   2453 squad[182,29]                                 1                       0
   2454 squad[182,30]                                 1                       0
   2455 squad[182,31]                                 1                       0
   2456 squad[182,32]                                 1                       0
   2557 squad[194,25]                                 1                       0
   2558 squad[194,26]                                 1                       0
   2559 squad[194,27]                                 1                       0
   2560 squad[194,28]                                 1                       0
   2561 squad[194,29]                                 1                       0
   2562 squad[194,30]                                 1                       0
   2563 squad[194,31]                                 1                       0
   2564 squad[194,32]                                 1                       0
   2952 squad[346,24]                                 1                       0
   2953 squad[346,25]                                 1                       0
   3835 squad[283,25]                                 1                       0
   3836 squad[283,26]                                 1                       0
   3837 squad[283,27]                                 1                       0
   3838 squad[283,28]                                 1                       0
   3839 squad[283,29]                                 1                       0
   3840 squad[283,30]                                 1                       0
   3841 squad[283,31]                                 1                       0
   3842 squad[283,32]                                 1                       0
   3852 squad[285,24]                                 1                       0
   3853 squad[285,25]                                 1                       0
   3854 squad[285,26]                                 1                       0
   3855 squad[285,27]                                 1                       0
   3860 squad[285,32]                                 1                       0
   3951 squad[297,24]                                 1                       0
   3952 squad[297,25]                                 1                       0
   3959 squad[297,32]                                 1                       0
   4140 squad[307,24]                                 1                       0
   4149 squad[308,24]                                 1                       0
   4230 squad[318,24]                                 1                       0
   4231 squad[318,25]                                 1                       0
   4232 squad[318,26]                                 1                       0
   4233 squad[318,27]                                 1                       0
   4234 squad[318,28]                                 1                       0
   4235 squad[318,29]                                 1                       0
   4236 squad[318,30]                                 1                       0
   4419 squad[332,24]                                 1                       0
   4420 squad[332,25]                                 1                       0
   4421 squad[332,26]                                 1                       0
   4422 squad[332,27]                                 1                       0
   4423 squad[332,28]                                 1                       0
   4424 squad[332,29]                                 1                       0
   4425 squad[332,30]                                 1                       0
   4426 squad[332,31]                                 1                       0
   4427 squad[332,32]                                 1                       0
   4428 squad[333,24]                                 1                       0
   4446 squad[335,24]                                 1                       0
   4761 squad[357,24]                                 1                       0
   4762 squad[357,25]                                 1                       0
   4763 squad[357,26]                                 1                       0
   4764 squad[357,27]                                 1                       0
   4765 squad[357,28]                                 1                       0
   4766 squad[357,29]                                 1                       0
   4767 squad[357,30]                                 1                       0
   4768 squad[357,31]                                 1                       0
   4769 squad[357,32]                                 1                       0
   4846 squad[366,28]                                 1                       0
   4847 squad[366,29]                                 1                       0
   4848 squad[366,30]                                 1                       0
   4849 squad[366,31]                                 1                       0
   4850 squad[366,32]                                 1                       0
   5779 squad[732,25]                                 1                       0
   5780 squad[732,26]                                 1                       0
   5781 squad[732,27]                                 1                       0
   5812 squad[427,31]                                 1                       0
   6746 lineup[7,25]                                  1               -9.472036
   6747 lineup[7,26]                                  1               -4.909313
   6749 lineup[7,28]                                  1               -4.361379
   6751 lineup[7,30]                                  1               -4.161462
   6752 lineup[7,31]                                  1               -3.711914
   6753 lineup[7,32]                                  1               -3.440879
   6794 lineup[13,25]                                 1               -10.82561
   6795 lineup[13,26]                                 1               -6.134733
   6796 lineup[13,27]                                 1                -5.31646
   6797 lineup[13,28]                                 1               -5.856873
   6798 lineup[13,29]                                 1               -5.209461
   6800 lineup[13,31]                                 1               -3.930095
   6801 lineup[13,32]                                 1               -4.344855
   6818 lineup[16,25]                                 1               -8.695434
   6819 lineup[16,26]                                 1               -4.986745
   6821 lineup[16,28]                                 1                -4.41768
   7069 lineup[40,28]                                 1               -4.425114
   7070 lineup[40,29]                                 1               -8.234596
   7071 lineup[40,30]                                 1               -5.119604
   7072 lineup[40,31]                                 1               -4.036125
   7073 lineup[40,32]                                 1               -3.929229
   7085 lineup[42,28]                                 1               -4.491095
   7087 lineup[42,30]                                 1               -4.677812
   7088 lineup[42,31]                                 1               -4.063027
   7089 lineup[42,32]                                 1               -4.013998
   7979 lineup[113,26]                                1               -3.624694
   7980 lineup[113,27]                                1               -7.831998
   7982 lineup[113,29]                                1                -6.60025
   7983 lineup[113,30]                                1               -3.759323
   7984 lineup[113,31]                                1               -4.008976
   8003 lineup[116,26]                                1               -4.328024
   8004 lineup[116,27]                                1               -7.233329
   8006 lineup[116,29]                                1               -8.703337
   8007 lineup[116,30]                                1               -3.638629
   8008 lineup[116,31]                                1               -4.821861
   8067 lineup[124,26]                                1               -4.107239
   8068 lineup[124,27]                                1               -8.643223
   8134 lineup[586,29]                                1               -9.880345
   8499 lineup[690,26]                                1               -4.453138
   8500 lineup[690,27]                                1               -4.899878
   8501 lineup[690,28]                                1               -3.309047
   8502 lineup[690,29]                                1               -11.10256
   8503 lineup[690,30]                                1               -4.319214
   8890 lineup[182,25]                                1               -7.018527
   8893 lineup[182,28]                                1               -3.158327
